fold_id,eog_channel,eeg_channel_index,coefficient
loso_s1,EOG3,16,0.5115984389559628
loso_s1,EOG3,17,0.7528663332369812
loso_s1,EOG3,18,0.27642487051777026
loso_s1,EOG3,19,0.39763825202083297
loso_s1,EOG3,20,0.5760297571224698
loso_s1,EOG3,21,0.4658682835526116
loso_s2,EOG1,0,0.04293853796521131
loso_s2,EOG1,1,0.36369350200148276
loso_s2,EOG1,2,0.17313383677867436
loso_s2,EOG1,3,0.05113909297579054
loso_s2,EOG1,4,-0.03527975106791883
loso_s2,EOG1,5,-0.0714753086082365
loso_s2,EOG1,6,0.5550747128700517
loso_s2,EOG1,7,0.3656362464656493
loso_s2,EOG1,8,0.17951631722728095
loso_s2,EOG1,9,0.06411944907340364
loso_s2,EOG1,10,-0.015923144197265933
loso_s2,EOG1,11,-0.05256087266110786
loso_s2,EOG1,12,-0.03469083413899815
loso_s2,EOG1,13,0.28330543649337775
loso_s2,EOG1,14,0.15088796430242757
loso_s2,EOG1,15,0.06790007627781657
loso_s2,EOG1,16,0.006291233786659573
loso_s2,EOG1,17,-0.029120822091367234
loso_s2,EOG1,18,0.11589695147540949
loso_s2,EOG1,19,0.059626135919770014
loso_s2,EOG1,20,0.020718863476929045
loso_s2,EOG1,21,0.04414083619172194
loso_s2,EOG2,0,0.942047987454171
loso_s2,EOG2,1,0.6455120018113294
loso_s2,EOG2,2,0.8050705738965203
loso_s2,EOG2,3,0.8720211228147825
loso_s2,EOG2,4,0.7861310056510342
loso_s2,EOG2,5,0.6297324085799404
loso_s2,EOG2,6,0.2105471247681295
loso_s2,EOG2,7,0.4458913228538829
loso_s2,EOG2,8,0.6300129358565059
loso_s2,EOG2,9,0.701400619462568
loso_s2,EOG2,10,0.5823023273103133
loso_s2,EOG2,11,0.3410866226356881
loso_s2,EOG2,12,0.10779241657889291
loso_s2,EOG2,13,0.283082315307583
loso_s2,EOG2,14,0.43043486094137784
loso_s2,EOG2,15,0.45194668370765967
loso_s2,EOG2,16,0.3464483889212711
loso_s2,EOG2,17,0.1561125408230813
loso_s2,EOG2,18,0.2245485719083805
loso_s2,EOG2,19,0.25264277000714525
loso_s2,EOG2,20,0.13620239383023605
loso_s2,EOG2,21,0.06404319493448461
loso_s2,EOG3,0,0.04876513298086632
loso_s2,EOG3,1,-0.06696816212943797
loso_s2,EOG3,2,-0.005620193548141691
loso_s2,EOG3,3,0.08411953393309675
loso_s2,EOG3,4,0.24667070122634419
loso_s2,EOG3,5,0.44955464973696985
loso_s2,EOG3,6,-0.04321546783071548
loso_s2,EOG3,7,-0.023742526097214025
loso_s2,EOG3,8,0.05629480608959572
loso_s2,EOG3,9,0.16257567137247522
loso_s2,EOG3,10,0.3664344926623139
loso_s2,EOG3,11,0.6475096711702488
loso_s2,EOG3,12,0.8463227873191987
loso_s2,EOG3,13,0.05823042773122266
loso_s2,EOG3,14,0.14683778416881985
loso_s2,EOG3,15,0.2732996817916202
loso_s2,EOG3,16,0.4769906143134594
loso_s2,EOG3,17,0.7146063306677207
loso_s2,EOG3,18,0.23507100544040546
loso_s2,EOG3,19,0.35846703312827155
loso_s2,EOG3,20,0.5356003189403549
loso_s2,EOG3,21,0.41817990809942396
loso_s3,EOG1,0,0.06352967155641033
loso_s3,EOG1,1,0.3785441551415244
loso_s3,EOG1,2,0.19467572028504648
loso_s3,EOG1,3,0.07776630214409391
loso_s3,EOG1,4,-0.0053708450211355525
loso_s3,EOG1,5,-0.04468171772473251
loso_s3,EOG1,6,0.5730256492413178
loso_s3,EOG1,7,0.39108831132249794
loso_s3,EOG1,8,0.21008156622592972
loso_s3,EOG1,9,0.09975341168375053
loso_s3,EOG1,10,0.02302527341677104
loso_s3,EOG1,11,-0.01373941006813521
loso_s3,EOG1,12,-0.004707597911860748
loso_s3,EOG1,13,0.3225819167011403
loso_s3,EOG1,14,0.19304543963476364
loso_s3,EOG1,15,0.11479455971131176
loso_s3,EOG1,16,0.05491787183115656
loso_s3,EOG1,17,0.02063108258587306
loso_s3,EOG1,18,0.1681341186068524
loso_s3,EOG1,19,0.1131721782908655
loso_s3,EOG1,20,0.076788390830305
loso_s3,EOG1,21,0.10214348643001132
loso_s3,EOG2,0,0.9204033548525582
loso_s3,EOG2,1,0.6380252553847336
loso_s3,EOG2,2,0.7860724202170389
loso_s3,EOG2,3,0.8478497586817134
loso_s3,EOG2,4,0.7627514959893438
loso_s3,EOG2,5,0.6121157516517395
loso_s3,EOG2,6,0.21124546544076847
loso_s3,EOG2,7,0.43574505403780506
loso_s3,EOG2,8,0.6124988351881727
loso_s3,EOG2,9,0.6772280499103731
loso_s3,EOG2,10,0.5623697484788119
loso_s3,EOG2,11,0.32609675948353817
loso_s3,EOG2,12,0.09838764524995103
loso_s3,EOG2,13,0.26987571259679644
loso_s3,EOG2,14,0.41251350820384686
loso_s3,EOG2,15,0.4311422444344961
loso_s3,EOG2,16,0.3296890147046831
loso_s3,EOG2,17,0.1430370200427231
loso_s3,EOG2,18,0.20432735930578363
loso_s3,EOG2,19,0.23483699873917413
loso_s3,EOG2,20,0.1231697887671561
loso_s3,EOG2,21,0.04344578416587228
loso_s3,EOG3,0,0.06177506438529952
loso_s3,EOG3,1,-0.05369148851641946
loso_s3,EOG3,2,0.011689072076793972
loso_s3,EOG3,3,0.09993970750125702
loso_s3,EOG3,4,0.25898758130227606
loso_s3,EOG3,5,0.45851773246386723
loso_s3,EOG3,6,-0.029352274660331457
loso_s3,EOG3,7,-0.0024349951681185253
loso_s3,EOG3,8,0.07669471166851573
loso_s3,EOG3,9,0.17949987281572177
loso_s3,EOG3,10,0.3759916092186896
loso_s3,EOG3,11,0.6513626814170366
loso_s3,EOG3,12,0.8508907918813564
loso_s3,EOG3,13,0.08429854127903394
loso_s3,EOG3,14,0.16817963266657077
loso_s3,EOG3,15,0.2884200140678574
loso_s3,EOG3,16,0.48370752764148245
loso_s3,EOG3,17,0.7150109577550323
loso_s3,EOG3,18,0.25614747456188075
loso_s3,EOG3,19,0.37276709051984214
loso_s3,EOG3,20,0.5409235085281455
loso_s3,EOG3,21,0.4339134253569306
loso_s4,EOG1,0,0.05407361579515917
loso_s4,EOG1,1,0.38409782470395043
loso_s4,EOG1,2,0.18774381644873644
loso_s4,EOG1,3,0.06262953790008313
loso_s4,EOG1,4,-0.02276743208139902
loso_s4,EOG1,5,-0.06136415343235411
loso_s4,EOG1,6,0.608290508533996
loso_s4,EOG1,7,0.40386868397027187
loso_s4,EOG1,8,0.20584894245790167
loso_s4,EOG1,9,0.08268038740611254
loso_s4,EOG1,10,0.0022115393518880094
loso_s4,EOG1,11,-0.03651253092824841
loso_s4,EOG1,12,-0.01935195457471241
loso_s4,EOG1,13,0.33965868010192624
loso_s4,EOG1,14,0.19317193087973447
loso_s4,EOG1,15,0.10089723254753022
loso_s4,EOG1,16,0.03559906517870692
loso_s4,EOG1,17,-0.0013865029481796589
loso_s4,EOG1,18,0.17662979077199492
loso_s4,EOG1,19,0.10858556669683748
loso_s4,EOG1,20,0.06737186108484056
loso_s4,EOG1,21,0.11034733582601232
loso_s4,EOG2,0,0.932168555086779
loso_s4,EOG2,1,0.6433816339177896
loso_s4,EOG2,2,0.8017493560958441
loso_s4,EOG2,3,0.86742733435475
loso_s4,EOG2,4,0.7810166185218068
loso_s4,EOG2,5,0.625869067648358
loso_s4,EOG2,6,0.20482882387975468
loso_s4,EOG2,7,0.4434589545268399
loso_s4,EOG2,8,0.6281762839937377
loso_s4,EOG2,9,0.6987251117415847
loso_s4,EOG2,10,0.5811820125028185
loso_s4,EOG2,11,0.34327604556408114
loso_s4,EOG2,12,0.11137155963491989
loso_s4,EOG2,13,0.2802863537810815
loso_s4,EOG2,14,0.4287058551906028
loso_s4,EOG2,15,0.45095618333683507
loso_s4,EOG2,16,0.34979885172882597
loso_s4,EOG2,17,0.16387967246658347
loso_s4,EOG2,18,0.22236393937270135
loso_s4,EOG2,19,0.2557908963099859
loso_s4,EOG2,20,0.1453177205205553
loso_s4,EOG2,21,0.06629741786819034
loso_s4,EOG3,0,0.05716198473200127
loso_s4,EOG3,1,-0.05993455141838374
loso_s4,EOG3,2,0.004523582800241049
loso_s4,EOG3,3,0.09337928354740617
loso_s4,EOG3,4,0.2566038484033167
loso_s4,EOG3,5,0.4596614719331778
loso_s4,EOG3,6,-0.03306032376246872
loso_s4,EOG3,7,-0.007963038774255133
loso_s4,EOG3,8,0.07317520814100664
loso_s4,EOG3,9,0.17841873576162692
loso_s4,EOG3,10,0.38111103889258785
loso_s4,EOG3,11,0.6603284321709665
loso_s4,EOG3,12,0.8613458446734057
loso_s4,EOG3,13,0.08594911537688477
loso_s4,EOG3,14,0.1713254273952756
loso_s4,EOG3,15,0.2963617672273634
loso_s4,EOG3,16,0.49539466315461345
loso_s4,EOG3,17,0.7294272156748743
loso_s4,EOG3,18,0.26732952379991703
loso_s4,EOG3,19,0.3852114401927187
loso_s4,EOG3,20,0.557298354450731
loso_s4,EOG3,21,0.4504535315801583
loso_s5,EOG1,0,0.023037012207487884
loso_s5,EOG1,1,0.36633569540926864
loso_s5,EOG1,2,0.15774254272311866
loso_s5,EOG1,3,0.02633913462985097
loso_s5,EOG1,4,-0.059752856965521156
loso_s5,EOG1,5,-0.09270341846291962
loso_s5,EOG1,6,0.6073370633732268
loso_s5,EOG1,7,0.3908954461747192
loso_s5,EOG1,8,0.1785124762530106
loso_s5,EOG1,9,0.04821050490050105
loso_s5,EOG1,10,-0.031613975160535025
loso_s5,EOG1,11,-0.06366848048817626
loso_s5,EOG1,12,-0.037671165798143655
loso_s5,EOG1,13,0.32747840575204346
loso_s5,EOG1,14,0.17040944309606487
loso_s5,EOG1,15,0.0741114988248503
loso_s5,EOG1,16,0.008728753916732675
loso_s5,EOG1,17,-0.023892053799787382
loso_s5,EOG1,18,0.15825940759759335
loso_s5,EOG1,19,0.08635075657016944
loso_s5,EOG1,20,0.04614494525301954
loso_s5,EOG1,21,0.09332872710168016
loso_s5,EOG2,0,0.9953666999381646
loso_s5,EOG2,1,0.6954918752974196
loso_s5,EOG2,2,0.8719183446139984
loso_s5,EOG2,3,0.9416643051587327
loso_s5,EOG2,4,0.8387910277597402
loso_s5,EOG2,5,0.6551081937212024
loso_s5,EOG2,6,0.2158675688317406
loso_s5,EOG2,7,0.48162774409932974
loso_s5,EOG2,8,0.6852439257090848
loso_s5,EOG2,9,0.7621230395250087
loso_s5,EOG2,10,0.6186749171402282
loso_s5,EOG2,11,0.33961323460412174
loso_s5,EOG2,12,0.07335945750297473
loso_s5,EOG2,13,0.2979026753983649
loso_s5,EOG2,14,0.4606592051665308
loso_s5,EOG2,15,0.48144866636756944
loso_s5,EOG2,16,0.3549802979976232
loso_s5,EOG2,17,0.1344097433280083
loso_s5,EOG2,18,0.22278048582059976
loso_s5,EOG2,19,0.25461292991120227
loso_s5,EOG2,20,0.11781517698680387
loso_s5,EOG2,21,0.0366104318526147
loso_s5,EOG3,0,0.03079719834028029
loso_s5,EOG3,1,-0.09297039584151014
loso_s5,EOG3,2,-0.03209982637342402
loso_s5,EOG3,3,0.06123400228508529
loso_s5,EOG3,4,0.24146354591297783
loso_s5,EOG3,5,0.4676591412490848
loso_s5,EOG3,6,-0.052358704291629796
loso_s5,EOG3,7,-0.03848065619991276
loso_s5,EOG3,8,0.04190520573258084
loso_s5,EOG3,9,0.15154368168393376
loso_s5,EOG3,10,0.3796235366000999
loso_s5,EOG3,11,0.6939532140147954
loso_s5,EOG3,12,0.9188491511255945
loso_s5,EOG3,13,0.06567864799032025
loso_s5,EOG3,14,0.15245306972685024
loso_s5,EOG3,15,0.28664407264204317
loso_s5,EOG3,16,0.5120311844346096
loso_s5,EOG3,17,0.7768777562773627
loso_s5,EOG3,18,0.26308769744873123
loso_s5,EOG3,19,0.3921484813447944
loso_s5,EOG3,20,0.588713893510957
loso_s5,EOG3,21,0.46989638454069144
loso_s6,EOG1,0,0.07216005548578502
loso_s6,EOG1,1,0.3691731137356209
loso_s6,EOG1,2,0.19212626916438272
loso_s6,EOG1,3,0.08187653421181315
loso_s6,EOG1,4,0.007002052029898293
loso_s6,EOG1,5,-0.025814163367339982
loso_s6,EOG1,6,0.5692577563801349
loso_s6,EOG1,7,0.38378319014686024
loso_s6,EOG1,8,0.206167772867778
loso_s6,EOG1,9,0.10055362397554002
loso_s6,EOG1,10,0.034833315168272073
loso_s6,EOG1,11,0.009046770606667313
loso_s6,EOG1,12,0.017424430036914483
loso_s6,EOG1,13,0.32660432828482366
loso_s6,EOG1,14,0.19480664711661044
loso_s6,EOG1,15,0.11750317344163282
loso_s6,EOG1,16,0.06454594834002472
loso_s6,EOG1,17,0.03761712203769614
loso_s6,EOG1,18,0.18184999853103084
loso_s6,EOG1,19,0.12462098145863483
loso_s6,EOG1,20,0.09016981112799151
loso_s6,EOG1,21,0.12834226174335278
loso_s6,EOG2,0,0.9050408379827858
loso_s6,EOG2,1,0.6387124444395228
loso_s6,EOG2,2,0.7833168754182911
loso_s6,EOG2,3,0.8384621299391282
loso_s6,EOG2,4,0.7501246221680051
loso_s6,EOG2,5,0.5961666413099069
loso_s6,EOG2,6,0.2210026379563546
loso_s6,EOG2,7,0.44676046114772827
loso_s6,EOG2,8,0.6162226591833977
loso_s6,EOG2,9,0.6739419983798393
loso_s6,EOG2,10,0.5528548172916746
loso_s6,EOG2,11,0.3160910159896589
loso_s6,EOG2,12,0.0922082916348996
loso_s6,EOG2,13,0.2809259795141092
loso_s6,EOG2,14,0.4164043299680195
loso_s6,EOG2,15,0.42807517336405265
loso_s6,EOG2,16,0.32648028404208806
loso_s6,EOG2,17,0.14201509363978904
loso_s6,EOG2,18,0.20833558956061896
loso_s6,EOG2,19,0.2348652991511499
loso_s6,EOG2,20,0.1242685932165532
loso_s6,EOG2,21,0.042964066003448105
loso_s6,EOG3,0,0.07062938048478691
loso_s6,EOG3,1,-0.04112815983029127
loso_s6,EOG3,2,0.02024543743406804
loso_s6,EOG3,3,0.10651627947682638
loso_s6,EOG3,4,0.2615513929833082
loso_s6,EOG3,5,0.4577372449119701
loso_s6,EOG3,6,-0.01829661659924815
loso_s6,EOG3,7,0.00693746262024133
loso_s6,EOG3,8,0.08420797983936042
loso_s6,EOG3,9,0.18549439110400467
loso_s6,EOG3,10,0.37789896319516864
loso_s6,EOG3,11,0.6438432190736179
loso_s6,EOG3,12,0.8441998934099071
loso_s6,EOG3,13,0.09125188164914869
loso_s6,EOG3,14,0.17569663559160145
loso_s6,EOG3,15,0.29644924885838436
loso_s6,EOG3,16,0.48566022887975735
loso_s6,EOG3,17,0.7101870682441783
loso_s6,EOG3,18,0.26394298023622753
loso_s6,EOG3,19,0.3794156976336324
loso_s6,EOG3,20,0.5457581545985495
loso_s6,EOG3,21,0.4414354534394346
loso_s7,EOG1,0,0.056315354145216774
loso_s7,EOG1,1,0.37286715458823677
loso_s7,EOG1,2,0.18621760087910963
loso_s7,EOG1,3,0.06540280878305267
loso_s7,EOG1,4,-0.014904228597725326
loso_s7,EOG1,5,-0.04846138168284467
loso_s7,EOG1,6,0.6021546362836826
loso_s7,EOG1,7,0.40116167101985906
loso_s7,EOG1,8,0.20745215148547702
loso_s7,EOG1,9,0.08728165838533515
loso_s7,EOG1,10,0.01201026592043406
loso_s7,EOG1,11,-0.02100095319395985
loso_s7,EOG1,12,-0.0017501726176474284
loso_s7,EOG1,13,0.34649782362310905
loso_s7,EOG1,14,0.19979526678050447
loso_s7,EOG1,15,0.10957187987116761
loso_s7,EOG1,16,0.04776371394924618
loso_s7,EOG1,17,0.015585715961774637
loso_s7,EOG1,18,0.18786041007400928
loso_s7,EOG1,19,0.12083266874073238
loso_s7,EOG1,20,0.08188889321078446
loso_s7,EOG1,21,0.12500392468419602
loso_s7,EOG2,0,0.9209909877655145
loso_s7,EOG2,1,0.6401550159264235
loso_s7,EOG2,2,0.7940793927585581
loso_s7,EOG2,3,0.8593985797111169
loso_s7,EOG2,4,0.7658736571503209
loso_s7,EOG2,5,0.6050795339220959
loso_s7,EOG2,6,0.19973796839687516
loso_s7,EOG2,7,0.4366102608576073
loso_s7,EOG2,8,0.6217128563572364
loso_s7,EOG2,9,0.6933615875279245
loso_s7,EOG2,10,0.5606832257546601
loso_s7,EOG2,11,0.3087513845051695
loso_s7,EOG2,12,0.06786189590048296
loso_s7,EOG2,13,0.2621731704534706
loso_s7,EOG2,14,0.41366841755407585
loso_s7,EOG2,15,0.43357766652627056
loso_s7,EOG2,16,0.3185543230399692
loso_s7,EOG2,17,0.11528150882404038
loso_s7,EOG2,18,0.19227771438781505
loso_s7,EOG2,19,0.2225577719439516
loso_s7,EOG2,20,0.09827568612359378
loso_s7,EOG2,21,0.02213970926014862
loso_s7,EOG3,0,0.0680621657960607
loso_s7,EOG3,1,-0.04425421803414822
loso_s7,EOG3,2,0.015980751799952318
loso_s7,EOG3,3,0.10229560693686325
loso_s7,EOG3,4,0.2674538380063773
loso_s7,EOG3,5,0.4708990470651378
loso_s7,EOG3,6,-0.017307848396193815
loso_s7,EOG3,7,0.004653334684164337
loso_s7,EOG3,8,0.08170508940657101
loso_s7,EOG3,9,0.1845286591851631
loso_s7,EOG3,10,0.3960313241375818
loso_s7,EOG3,11,0.6839321560708291
loso_s7,EOG3,12,0.8904994501250082
loso_s7,EOG3,13,0.09939022483965393
loso_s7,EOG3,14,0.18205353806422148
loso_s7,EOG3,15,0.30874952568170927
loso_s7,EOG3,16,0.5168207568143459
loso_s7,EOG3,17,0.7627068434347627
loso_s7,EOG3,18,0.2832830021198557
loso_s7,EOG3,19,0.40382277831352786
loso_s7,EOG3,20,0.584788671582369
loso_s7,EOG3,21,0.4715166161586633
loso_s8,EOG1,0,0.07317424197848568
loso_s8,EOG1,1,0.38416322954836957
loso_s8,EOG1,2,0.20358643175184302
loso_s8,EOG1,3,0.0864013939147211
loso_s8,EOG1,4,0.004887409512458689
loso_s8,EOG1,5,-0.03289082868268882
loso_s8,EOG1,6,0.5704421951101513
loso_s8,EOG1,7,0.3870252203711138
loso_s8,EOG1,8,0.2150209611132912
loso_s8,EOG1,9,0.10466392096122304
loso_s8,EOG1,10,0.02635800833063987
loso_s8,EOG1,11,-0.014175731906390696
loso_s8,EOG1,12,-0.0006505827595537452
loso_s8,EOG1,13,0.3152755554173903
loso_s8,EOG1,14,0.195201942178257
loso_s8,EOG1,15,0.11515301305613901
loso_s8,EOG1,16,0.05252490169133402
loso_s8,EOG1,17,0.014822899308416307
loso_s8,EOG1,18,0.1751107570026711
loso_s8,EOG1,19,0.11693506451064986
loso_s8,EOG1,20,0.07677859495206339
loso_s8,EOG1,21,0.11474247269738923
loso_s8,EOG2,0,0.8567648736670113
loso_s8,EOG2,1,0.5732951339019585
loso_s8,EOG2,2,0.7154962733623461
loso_s8,EOG2,3,0.7764058283797849
loso_s8,EOG2,4,0.6996286444061779
loso_s8,EOG2,5,0.5574123587106905
loso_s8,EOG2,6,0.19839732930904427
loso_s8,EOG2,7,0.4040264118621763
loso_s8,EOG2,8,0.5604531242547771
loso_s8,EOG2,9,0.6238727317412691
loso_s8,EOG2,10,0.5303676493019579
loso_s8,EOG2,11,0.32950719025283576
loso_s8,EOG2,12,0.1270268886869136
loso_s8,EOG2,13,0.28110171116012617
loso_s8,EOG2,14,0.3963882600314142
loso_s8,EOG2,15,0.4166529458405296
loso_s8,EOG2,16,0.3353769977216878
loso_s8,EOG2,17,0.18250917439761777
loso_s8,EOG2,18,0.21813184921804002
loso_s8,EOG2,19,0.2438020981916512
loso_s8,EOG2,20,0.14938561225904246
loso_s8,EOG2,21,0.07752258778064991
loso_s8,EOG3,0,0.09000830357469349
loso_s8,EOG3,1,-0.0274397984751702
loso_s8,EOG3,2,0.0386878123349001
loso_s8,EOG3,3,0.12955793938482885
loso_s8,EOG3,4,0.283961518084253
loso_s8,EOG3,5,0.47616786927614363
loso_s8,EOG3,6,-0.013395003105632979
loso_s8,EOG3,7,0.015083668217307215
loso_s8,EOG3,8,0.09445184469615434
loso_s8,EOG3,9,0.19623080921276628
loso_s8,EOG3,10,0.3787259671767192
loso_s8,EOG3,11,0.627437036035079
loso_s8,EOG3,12,0.8041435945644562
loso_s8,EOG3,13,0.08779391002175893
loso_s8,EOG3,14,0.1680584859994371
loso_s8,EOG3,15,0.2819452325359487
loso_s8,EOG3,16,0.4599533896867375
loso_s8,EOG3,17,0.6647953034211217
loso_s8,EOG3,18,0.2367253492903675
loso_s8,EOG3,19,0.3491718602686033
loso_s8,EOG3,20,0.5054680188737899
loso_s8,EOG3,21,0.3946702792128557
loso_s9,EOG1,0,0.05183866542849288
loso_s9,EOG1,1,0.3585363524764512
loso_s9,EOG1,2,0.17622964169165842
loso_s9,EOG1,3,0.062245373428851655
loso_s9,EOG1,4,-0.01202080586649367
loso_s9,EOG1,5,-0.04241159748082201
loso_s9,EOG1,6,0.5772220562715875
loso_s9,EOG1,7,0.38063303424875833
loso_s9,EOG1,8,0.198193724272494
loso_s9,EOG1,9,0.08889399283102731
loso_s9,EOG1,10,0.02145913403144646
loso_s9,EOG1,11,-0.0034348655087852653
loso_s9,EOG1,12,0.018169267043834144
loso_s9,EOG1,13,0.3275969621429321
loso_s9,EOG1,14,0.19474380917106937
loso_s9,EOG1,15,0.11585835400273496
loso_s9,EOG1,16,0.06198528671226604
loso_s9,EOG1,17,0.036483094569593436
loso_s9,EOG1,18,0.18848054270193068
loso_s9,EOG1,19,0.13086651845397232
loso_s9,EOG1,20,0.0993342590595493
loso_s9,EOG1,21,0.14114528023746004
loso_s9,EOG2,0,0.9037547069375185
loso_s9,EOG2,1,0.6147347288492856
loso_s9,EOG2,2,0.76816221586229
loso_s9,EOG2,3,0.8307902501722806
loso_s9,EOG2,4,0.753840577366408
loso_s9,EOG2,5,0.6076413230120862
loso_s9,EOG2,6,0.17963331308023628
loso_s9,EOG2,7,0.41119671029371957
loso_s9,EOG2,8,0.5911063159147666
loso_s9,EOG2,9,0.6592275324607199
loso_s9,EOG2,10,0.5594784034349597
loso_s9,EOG2,11,0.35204113185729574
loso_s9,EOG2,12,0.12405816042229298
loso_s9,EOG2,13,0.24948491709307188
loso_s9,EOG2,14,0.3965754994717806
loso_s9,EOG2,15,0.4206455236152673
loso_s9,EOG2,16,0.33309225538582066
loso_s9,EOG2,17,0.17245642023429975
loso_s9,EOG2,18,0.1843643498767897
loso_s9,EOG2,19,0.22422971453362614
loso_s9,EOG2,20,0.12041933014682733
loso_s9,EOG2,21,0.022311394850029313
loso_s9,EOG3,0,0.08250838867584095
loso_s9,EOG3,1,-0.008343324834557783
loso_s9,EOG3,2,0.04586511509336793
loso_s9,EOG3,3,0.12400397640876232
loso_s9,EOG3,4,0.26313056504774224
loso_s9,EOG3,5,0.44706947525039503
loso_s9,EOG3,6,0.03097254098143216
loso_s9,EOG3,7,0.05523979047363244
loso_s9,EOG3,8,0.12026955220543734
loso_s9,EOG3,9,0.2080755790817478
loso_s9,EOG3,10,0.370835985488419
loso_s9,EOG3,11,0.5995702620442338
loso_s9,EOG3,12,0.7928098293274783
loso_s9,EOG3,13,0.15079332008201693
loso_s9,EOG3,14,0.21317480011329348
loso_s9,EOG3,15,0.31418937559906684
loso_s9,EOG3,16,0.47280562663143477
loso_s9,EOG3,17,0.6592939873499489
loso_s9,EOG3,18,0.308000747891992
loso_s9,EOG3,19,0.39698064212105655
loso_s9,EOG3,20,0.5355450167085829
loso_s9,EOG3,21,0.46310294095966514
