mode,fold_id,role,sample_id,subject,session,run,trial
cross_session,cross_session_s1,train,s01_0train_r4_t06,1,0train,4,6
cross_session,cross_session_s1,train,s01_0train_r4_t07,1,0train,4,7
cross_session,cross_session_s1,train,s01_0train_r4_t10,1,0train,4,10
cross_session,cross_session_s1,train,s01_0train_r4_t12,1,0train,4,12
cross_session,cross_session_s1,train,s01_0train_r4_t13,1,0train,4,13
cross_session,cross_session_s1,train,s01_0train_r4_t14,1,0train,4,14
cross_session,cross_session_s1,train,s01_0train_r4_t15,1,0train,4,15
cross_session,cross_session_s1,train,s01_0train_r4_t18,1,0train,4,18
cross_session,cross_session_s1,train,s01_0train_r4_t19,1,0train,4,19
cross_session,cross_session_s1,train,s01_0train_r4_t20,1,0train,4,20
cross_session,cross_session_s1,train,s01_0train_r4_t21,1,0train,4,21
cross_session,cross_session_s1,train,s01_0train_r4_t26,1,0train,4,26
cross_session,cross_session_s1,train,s01_0train_r4_t27,1,0train,4,27
cross_session,cross_session_s1,train,s01_0train_r4_t29,1,0train,4,29
cross_session,cross_session_s1,train,s01_0train_r4_t30,1,0train,4,30
cross_session,cross_session_s1,train,s01_0train_r4_t32,1,0train,4,32
cross_session,cross_session_s1,train,s01_0train_r4_t34,1,0train,4,34
cross_session,cross_session_s1,train,s01_0train_r4_t35,1,0train,4,35
cross_session,cross_session_s1,train,s01_0train_r4_t36,1,0train,4,36
cross_session,cross_session_s1,train,s01_0train_r4_t37,1,0train,4,37
cross_session,cross_session_s1,train,s01_0train_r4_t41,1,0train,4,41
cross_session,cross_session_s1,train,s01_0train_r4_t47,1,0train,4,47
cross_session,cross_session_s1,train,s01_0train_r5_t01,1,0train,5,1
cross_session,cross_session_s1,train,s01_0train_r5_t03,1,0train,5,3
cross_session,cross_session_s1,train,s01_0train_r5_t10,1,0train,5,10
cross_session,cross_session_s1,train,s01_0train_r5_t13,1,0train,5,13
cross_session,cross_session_s1,train,s01_0train_r5_t14,1,0train,5,14
cross_session,cross_session_s1,train,s01_0train_r5_t16,1,0train,5,16
cross_session,cross_session_s1,train,s01_0train_r5_t18,1,0train,5,18
cross_session,cross_session_s1,train,s01_0train_r5_t22,1,0train,5,22
cross_session,cross_session_s1,train,s01_0train_r5_t24,1,0train,5,24
cross_session,cross_session_s1,train,s01_0train_r5_t26,1,0train,5,26
cross_session,cross_session_s1,train,s01_0train_r5_t29,1,0train,5,29
cross_session,cross_session_s1,train,s01_0train_r5_t31,1,0train,5,31
cross_session,cross_session_s1,train,s01_0train_r5_t32,1,0train,5,32
cross_session,cross_session_s1,train,s01_0train_r5_t33,1,0train,5,33
cross_session,cross_session_s1,train,s01_0train_r5_t34,1,0train,5,34
cross_session,cross_session_s1,train,s01_0train_r5_t36,1,0train,5,36
cross_session,cross_session_s1,train,s01_0train_r5_t40,1,0train,5,40
cross_session,cross_session_s1,train,s01_0train_r5_t42,1,0train,5,42
cross_session,cross_session_s1,train,s01_0train_r5_t43,1,0train,5,43
cross_session,cross_session_s1,train,s01_0train_r5_t44,1,0train,5,44
cross_session,cross_session_s1,train,s01_0train_r5_t46,1,0train,5,46
cross_session,cross_session_s1,train,s01_0train_r5_t47,1,0train,5,47
cross_session,cross_session_s1,test,s01_1test_r0_t01,1,1test,0,1
cross_session,cross_session_s1,test,s01_1test_r0_t02,1,1test,0,2
cross_session,cross_session_s1,test,s01_1test_r0_t03,1,1test,0,3
cross_session,cross_session_s1,test,s01_1test_r0_t04,1,1test,0,4
cross_session,cross_session_s1,test,s01_1test_r0_t05,1,1test,0,5
cross_session,cross_session_s1,test,s01_1test_r0_t06,1,1test,0,6
cross_session,cross_session_s1,test,s01_1test_r0_t07,1,1test,0,7
cross_session,cross_session_s1,test,s01_1test_r0_t09,1,1test,0,9
cross_session,cross_session_s1,test,s01_1test_r0_t11,1,1test,0,11
cross_session,cross_session_s1,test,s01_1test_r0_t13,1,1test,0,13
cross_session,cross_session_s1,test,s01_1test_r0_t14,1,1test,0,14
cross_session,cross_session_s1,test,s01_1test_r0_t22,1,1test,0,22
cross_session,cross_session_s1,test,s01_1test_r0_t23,1,1test,0,23
cross_session,cross_session_s1,test,s01_1test_r0_t24,1,1test,0,24
cross_session,cross_session_s1,test,s01_1test_r0_t27,1,1test,0,27
cross_session,cross_session_s1,test,s01_1test_r0_t31,1,1test,0,31
cross_session,cross_session_s1,test,s01_1test_r0_t32,1,1test,0,32
cross_session,cross_session_s1,test,s01_1test_r0_t33,1,1test,0,33
cross_session,cross_session_s1,test,s01_1test_r0_t35,1,1test,0,35
cross_session,cross_session_s1,test,s01_1test_r0_t36,1,1test,0,36
cross_session,cross_session_s1,test,s01_1test_r0_t37,1,1test,0,37
cross_session,cross_session_s1,test,s01_1test_r0_t39,1,1test,0,39
cross_session,cross_session_s1,test,s01_1test_r1_t03,1,1test,1,3
cross_session,cross_session_s1,test,s01_1test_r1_t04,1,1test,1,4
cross_session,cross_session_s1,test,s01_1test_r1_t05,1,1test,1,5
cross_session,cross_session_s1,test,s01_1test_r1_t06,1,1test,1,6
cross_session,cross_session_s1,test,s01_1test_r1_t09,1,1test,1,9
cross_session,cross_session_s1,test,s01_1test_r1_t11,1,1test,1,11
cross_session,cross_session_s1,test,s01_1test_r1_t12,1,1test,1,12
cross_session,cross_session_s1,test,s01_1test_r1_t13,1,1test,1,13
cross_session,cross_session_s1,test,s01_1test_r1_t15,1,1test,1,15
cross_session,cross_session_s1,test,s01_1test_r1_t16,1,1test,1,16
cross_session,cross_session_s1,test,s01_1test_r1_t17,1,1test,1,17
cross_session,cross_session_s1,test,s01_1test_r1_t18,1,1test,1,18
cross_session,cross_session_s1,test,s01_1test_r1_t20,1,1test,1,20
cross_session,cross_session_s1,test,s01_1test_r1_t25,1,1test,1,25
cross_session,cross_session_s1,test,s01_1test_r1_t28,1,1test,1,28
cross_session,cross_session_s1,test,s01_1test_r1_t31,1,1test,1,31
cross_session,cross_session_s1,test,s01_1test_r1_t32,1,1test,1,32
cross_session,cross_session_s1,test,s01_1test_r1_t33,1,1test,1,33
cross_session,cross_session_s1,test,s01_1test_r1_t39,1,1test,1,39
cross_session,cross_session_s1,test,s01_1test_r1_t41,1,1test,1,41
cross_session,cross_session_s1,test,s01_1test_r1_t43,1,1test,1,43
cross_session,cross_session_s1,test,s01_1test_r1_t46,1,1test,1,46
cross_session,cross_session_s1,test,s01_1test_r1_t48,1,1test,1,48
cross_session,cross_session_s1,test,s01_1test_r2_t01,1,1test,2,1
cross_session,cross_session_s1,test,s01_1test_r2_t02,1,1test,2,2
cross_session,cross_session_s1,test,s01_1test_r2_t04,1,1test,2,4
cross_session,cross_session_s1,test,s01_1test_r2_t05,1,1test,2,5
cross_session,cross_session_s1,test,s01_1test_r2_t07,1,1test,2,7
cross_session,cross_session_s1,test,s01_1test_r2_t09,1,1test,2,9
cross_session,cross_session_s1,test,s01_1test_r2_t11,1,1test,2,11
cross_session,cross_session_s1,test,s01_1test_r2_t14,1,1test,2,14
cross_session,cross_session_s1,test,s01_1test_r2_t16,1,1test,2,16
cross_session,cross_session_s1,test,s01_1test_r2_t21,1,1test,2,21
cross_session,cross_session_s1,test,s01_1test_r2_t23,1,1test,2,23
cross_session,cross_session_s1,test,s01_1test_r2_t25,1,1test,2,25
cross_session,cross_session_s1,test,s01_1test_r2_t26,1,1test,2,26
cross_session,cross_session_s1,test,s01_1test_r2_t28,1,1test,2,28
cross_session,cross_session_s1,test,s01_1test_r2_t29,1,1test,2,29
cross_session,cross_session_s1,test,s01_1test_r2_t32,1,1test,2,32
cross_session,cross_session_s1,test,s01_1test_r2_t36,1,1test,2,36
cross_session,cross_session_s1,test,s01_1test_r2_t37,1,1test,2,37
cross_session,cross_session_s1,test,s01_1test_r2_t38,1,1test,2,38
cross_session,cross_session_s1,test,s01_1test_r2_t40,1,1test,2,40
cross_session,cross_session_s1,test,s01_1test_r2_t43,1,1test,2,43
cross_session,cross_session_s1,test,s01_1test_r2_t44,1,1test,2,44
cross_session,cross_session_s1,test,s01_1test_r2_t45,1,1test,2,45
cross_session,cross_session_s1,test,s01_1test_r2_t48,1,1test,2,48
cross_session,cross_session_s1,test,s01_1test_r3_t01,1,1test,3,1
cross_session,cross_session_s1,test,s01_1test_r3_t03,1,1test,3,3
cross_session,cross_session_s1,test,s01_1test_r3_t07,1,1test,3,7
cross_session,cross_session_s1,test,s01_1test_r3_t08,1,1test,3,8
cross_session,cross_session_s1,test,s01_1test_r3_t10,1,1test,3,10
cross_session,cross_session_s1,test,s01_1test_r3_t14,1,1test,3,14
cross_session,cross_session_s1,test,s01_1test_r3_t15,1,1test,3,15
cross_session,cross_session_s1,test,s01_1test_r3_t17,1,1test,3,17
cross_session,cross_session_s1,test,s01_1test_r3_t19,1,1test,3,19
cross_session,cross_session_s1,test,s01_1test_r3_t22,1,1test,3,22
cross_session,cross_session_s1,test,s01_1test_r3_t25,1,1test,3,25
cross_session,cross_session_s1,test,s01_1test_r3_t26,1,1test,3,26
cross_session,cross_session_s1,test,s01_1test_r3_t27,1,1test,3,27
cross_session,cross_session_s1,test,s01_1test_r3_t30,1,1test,3,30
cross_session,cross_session_s1,test,s01_1test_r3_t31,1,1test,3,31
cross_session,cross_session_s1,test,s01_1test_r3_t32,1,1test,3,32
cross_session,cross_session_s1,test,s01_1test_r3_t34,1,1test,3,34
cross_session,cross_session_s1,test,s01_1test_r3_t35,1,1test,3,35
cross_session,cross_session_s1,test,s01_1test_r3_t37,1,1test,3,37
cross_session,cross_session_s1,test,s01_1test_r3_t38,1,1test,3,38
cross_session,cross_session_s1,test,s01_1test_r3_t40,1,1test,3,40
cross_session,cross_session_s1,test,s01_1test_r3_t46,1,1test,3,46
cross_session,cross_session_s1,test,s01_1test_r3_t47,1,1test,3,47
cross_session,cross_session_s1,test,s01_1test_r3_t48,1,1test,3,48
cross_session,cross_session_s1,test,s01_1test_r4_t01,1,1test,4,1
cross_session,cross_session_s1,test,s01_1test_r4_t02,1,1test,4,2
cross_session,cross_session_s1,test,s01_1test_r4_t03,1,1test,4,3
cross_session,cross_session_s1,test,s01_1test_r4_t06,1,1test,4,6
cross_session,cross_session_s1,test,s01_1test_r4_t09,1,1test,4,9
cross_session,cross_session_s1,test,s01_1test_r4_t11,1,1test,4,11
cross_session,cross_session_s1,test,s01_1test_r4_t12,1,1test,4,12
cross_session,cross_session_s1,test,s01_1test_r4_t13,1,1test,4,13
cross_session,cross_session_s1,test,s01_1test_r4_t16,1,1test,4,16
cross_session,cross_session_s1,test,s01_1test_r4_t22,1,1test,4,22
cross_session,cross_session_s1,test,s01_1test_r4_t23,1,1test,4,23
cross_session,cross_session_s1,test,s01_1test_r4_t25,1,1test,4,25
cross_session,cross_session_s1,test,s01_1test_r4_t26,1,1test,4,26
cross_session,cross_session_s1,test,s01_1test_r4_t27,1,1test,4,27
cross_session,cross_session_s1,test,s01_1test_r4_t28,1,1test,4,28
cross_session,cross_session_s1,test,s01_1test_r4_t31,1,1test,4,31
cross_session,cross_session_s1,test,s01_1test_r4_t33,1,1test,4,33
cross_session,cross_session_s1,test,s01_1test_r4_t35,1,1test,4,35
cross_session,cross_session_s1,test,s01_1test_r4_t37,1,1test,4,37
cross_session,cross_session_s1,test,s01_1test_r4_t39,1,1test,4,39
cross_session,cross_session_s1,test,s01_1test_r4_t40,1,1test,4,40
cross_session,cross_session_s1,test,s01_1test_r4_t44,1,1test,4,44
cross_session,cross_session_s1,test,s01_1test_r4_t45,1,1test,4,45
cross_session,cross_session_s1,test,s01_1test_r4_t47,1,1test,4,47
cross_session,cross_session_s1,test,s01_1test_r5_t02,1,1test,5,2
cross_session,cross_session_s1,test,s01_1test_r5_t04,1,1test,5,4
cross_session,cross_session_s1,test,s01_1test_r5_t06,1,1test,5,6
cross_session,cross_session_s1,test,s01_1test_r5_t07,1,1test,5,7
cross_session,cross_session_s1,test,s01_1test_r5_t10,1,1test,5,10
cross_session,cross_session_s1,test,s01_1test_r5_t12,1,1test,5,12
cross_session,cross_session_s1,test,s01_1test_r5_t13,1,1test,5,13
cross_session,cross_session_s1,test,s01_1test_r5_t14,1,1test,5,14
cross_session,cross_session_s1,test,s01_1test_r5_t15,1,1test,5,15
cross_session,cross_session_s1,test,s01_1test_r5_t18,1,1test,5,18
cross_session,cross_session_s1,test,s01_1test_r5_t19,1,1test,5,19
cross_session,cross_session_s1,test,s01_1test_r5_t20,1,1test,5,20
cross_session,cross_session_s1,test,s01_1test_r5_t21,1,1test,5,21
cross_session,cross_session_s1,test,s01_1test_r5_t26,1,1test,5,26
cross_session,cross_session_s1,test,s01_1test_r5_t27,1,1test,5,27
cross_session,cross_session_s1,test,s01_1test_r5_t29,1,1test,5,29
cross_session,cross_session_s1,test,s01_1test_r5_t30,1,1test,5,30
cross_session,cross_session_s1,test,s01_1test_r5_t32,1,1test,5,32
cross_session,cross_session_s1,test,s01_1test_r5_t34,1,1test,5,34
cross_session,cross_session_s1,test,s01_1test_r5_t35,1,1test,5,35
cross_session,cross_session_s1,test,s01_1test_r5_t36,1,1test,5,36
cross_session,cross_session_s1,test,s01_1test_r5_t37,1,1test,5,37
cross_session,cross_session_s1,test,s01_1test_r5_t41,1,1test,5,41
cross_session,cross_session_s1,test,s01_1test_r5_t47,1,1test,5,47
