fold,stage,inner_fold,seed,subject,role,n_trials,n_used_for_fit,n_excluded_from_fit,n_used_for_validation,epochs_trained
loso_s3,full,,20260925,5,train,576,576,0,0,10
loso_s3,full,,20260925,6,train,576,576,0,0,10
loso_s3,full,,20260925,7,train,576,576,0,0,10
loso_s3,full,,20260925,8,train,576,576,0,0,10
loso_s3,full,,20260925,9,train,576,576,0,0,10
loso_s3,full,,20260926,1,train,576,576,0,0,10
loso_s3,full,,20260926,2,train,576,576,0,0,10
loso_s3,full,,20260926,3,test,576,0,0,0,10
loso_s3,full,,20260926,4,train,576,576,0,0,10
loso_s3,full,,20260926,5,train,576,576,0,0,10
loso_s3,full,,20260926,6,train,576,576,0,0,10
loso_s3,full,,20260926,7,train,576,576,0,0,10
loso_s3,full,,20260926,8,train,576,576,0,0,10
loso_s3,full,,20260926,9,train,576,576,0,0,10
loso_s4,full,,20260924,1,train,576,576,0,0,10
loso_s4,full,,20260924,2,train,576,576,0,0,10
loso_s4,full,,20260924,3,train,576,576,0,0,10
loso_s4,full,,20260924,4,test,576,0,0,0,10
loso_s4,full,,20260924,5,train,576,576,0,0,10
loso_s4,full,,20260924,6,train,576,576,0,0,10
loso_s4,full,,20260924,7,train,576,576,0,0,10
loso_s4,full,,20260924,8,train,576,576,0,0,10
loso_s4,full,,20260924,9,train,576,576,0,0,10
loso_s4,full,,20260925,1,train,576,576,0,0,10
loso_s4,full,,20260925,2,train,576,576,0,0,10
loso_s4,full,,20260925,3,train,576,576,0,0,10
loso_s4,full,,20260925,4,test,576,0,0,0,10
loso_s4,full,,20260925,5,train,576,576,0,0,10
loso_s4,full,,20260925,6,train,576,576,0,0,10
loso_s4,full,,20260925,7,train,576,576,0,0,10
loso_s4,full,,20260925,8,train,576,576,0,0,10
loso_s4,full,,20260925,9,train,576,576,0,0,10
loso_s4,full,,20260926,1,train,576,576,0,0,10
loso_s4,full,,20260926,2,train,576,576,0,0,10
loso_s4,full,,20260926,3,train,576,576,0,0,10
loso_s4,full,,20260926,4,test,576,0,0,0,10
loso_s4,full,,20260926,5,train,576,576,0,0,10
loso_s4,full,,20260926,6,train,576,576,0,0,10
loso_s4,full,,20260926,7,train,576,576,0,0,10
loso_s4,full,,20260926,8,train,576,576,0,0,10
loso_s4,full,,20260926,9,train,576,576,0,0,10
loso_s5,full,,20260924,1,train,576,576,0,0,17
loso_s5,full,,20260924,2,train,576,576,0,0,17
loso_s5,full,,20260924,3,train,576,576,0,0,17
loso_s5,full,,20260924,4,train,576,576,0,0,17
loso_s5,full,,20260924,5,test,576,0,0,0,17
loso_s5,full,,20260924,6,train,576,576,0,0,17
loso_s5,full,,20260924,7,train,576,576,0,0,17
loso_s5,full,,20260924,8,train,576,576,0,0,17
loso_s5,full,,20260924,9,train,576,576,0,0,17
loso_s5,full,,20260925,1,train,576,576,0,0,17
loso_s5,full,,20260925,2,train,576,576,0,0,17
loso_s5,full,,20260925,3,train,576,576,0,0,17
loso_s5,full,,20260925,4,train,576,576,0,0,17
loso_s5,full,,20260925,5,test,576,0,0,0,17
loso_s5,full,,20260925,6,train,576,576,0,0,17
loso_s5,full,,20260925,7,train,576,576,0,0,17
loso_s5,full,,20260925,8,train,576,576,0,0,17
loso_s5,full,,20260925,9,train,576,576,0,0,17
loso_s5,full,,20260926,1,train,576,576,0,0,17
loso_s5,full,,20260926,2,train,576,576,0,0,17
loso_s5,full,,20260926,3,train,576,576,0,0,17
loso_s5,full,,20260926,4,train,576,576,0,0,17
loso_s5,full,,20260926,5,test,576,0,0,0,17
loso_s5,full,,20260926,6,train,576,576,0,0,17
loso_s5,full,,20260926,7,train,576,576,0,0,17
loso_s5,full,,20260926,8,train,576,576,0,0,17
loso_s5,full,,20260926,9,train,576,576,0,0,17
loso_s6,full,,20260924,1,train,576,576,0,0,15
loso_s6,full,,20260924,2,train,576,576,0,0,15
loso_s6,full,,20260924,3,train,576,576,0,0,15
loso_s6,full,,20260924,4,train,576,576,0,0,15
loso_s6,full,,20260924,5,train,576,576,0,0,15
loso_s6,full,,20260924,6,test,576,0,0,0,15
loso_s6,full,,20260924,7,train,576,576,0,0,15
loso_s6,full,,20260924,8,train,576,576,0,0,15
loso_s6,full,,20260924,9,train,576,576,0,0,15
loso_s6,full,,20260925,1,train,576,576,0,0,15
loso_s6,full,,20260925,2,train,576,576,0,0,15
loso_s6,full,,20260925,3,train,576,576,0,0,15
loso_s6,full,,20260925,4,train,576,576,0,0,15
loso_s6,full,,20260925,5,train,576,576,0,0,15
loso_s6,full,,20260925,6,test,576,0,0,0,15
loso_s6,full,,20260925,7,train,576,576,0,0,15
loso_s6,full,,20260925,8,train,576,576,0,0,15
loso_s6,full,,20260925,9,train,576,576,0,0,15
loso_s6,full,,20260926,1,train,576,576,0,0,15
loso_s6,full,,20260926,2,train,576,576,0,0,15
loso_s6,full,,20260926,3,train,576,576,0,0,15
loso_s6,full,,20260926,4,train,576,576,0,0,15
loso_s6,full,,20260926,5,train,576,576,0,0,15
loso_s6,full,,20260926,6,test,576,0,0,0,15
loso_s6,full,,20260926,7,train,576,576,0,0,15
loso_s6,full,,20260926,8,train,576,576,0,0,15
loso_s6,full,,20260926,9,train,576,576,0,0,15
loso_s7,full,,20260924,1,train,576,576,0,0,16
loso_s7,full,,20260924,2,train,576,576,0,0,16
loso_s7,full,,20260924,3,train,576,576,0,0,16
loso_s7,full,,20260924,4,train,576,576,0,0,16
loso_s7,full,,20260924,5,train,576,576,0,0,16
loso_s7,full,,20260924,6,train,576,576,0,0,16
loso_s7,full,,20260924,7,test,576,0,0,0,16
loso_s7,full,,20260924,8,train,576,576,0,0,16
loso_s7,full,,20260924,9,train,576,576,0,0,16
loso_s7,full,,20260925,1,train,576,576,0,0,16
loso_s7,full,,20260925,2,train,576,576,0,0,16
loso_s7,full,,20260925,3,train,576,576,0,0,16
loso_s7,full,,20260925,4,train,576,576,0,0,16
loso_s7,full,,20260925,5,train,576,576,0,0,16
loso_s7,full,,20260925,6,train,576,576,0,0,16
loso_s7,full,,20260925,7,test,576,0,0,0,16
loso_s7,full,,20260925,8,train,576,576,0,0,16
loso_s7,full,,20260925,9,train,576,576,0,0,16
loso_s7,full,,20260926,1,train,576,576,0,0,16
loso_s7,full,,20260926,2,train,576,576,0,0,16
loso_s7,full,,20260926,3,train,576,576,0,0,16
loso_s7,full,,20260926,4,train,576,576,0,0,16
loso_s7,full,,20260926,5,train,576,576,0,0,16
loso_s7,full,,20260926,6,train,576,576,0,0,16
loso_s7,full,,20260926,7,test,576,0,0,0,16
loso_s7,full,,20260926,8,train,576,576,0,0,16
loso_s7,full,,20260926,9,train,576,576,0,0,16
loso_s8,full,,20260924,1,train,576,576,0,0,23
loso_s8,full,,20260924,2,train,576,576,0,0,23
loso_s8,full,,20260924,3,train,576,576,0,0,23
loso_s8,full,,20260924,4,train,576,576,0,0,23
loso_s8,full,,20260924,5,train,576,576,0,0,23
loso_s8,full,,20260924,6,train,576,576,0,0,23
loso_s8,full,,20260924,7,train,576,576,0,0,23
loso_s8,full,,20260924,8,test,576,0,0,0,23
loso_s8,full,,20260924,9,train,576,576,0,0,23
loso_s8,full,,20260925,1,train,576,576,0,0,23
loso_s8,full,,20260925,2,train,576,576,0,0,23
loso_s8,full,,20260925,3,train,576,576,0,0,23
loso_s8,full,,20260925,4,train,576,576,0,0,23
loso_s8,full,,20260925,5,train,576,576,0,0,23
loso_s8,full,,20260925,6,train,576,576,0,0,23
loso_s8,full,,20260925,7,train,576,576,0,0,23
loso_s8,full,,20260925,8,test,576,0,0,0,23
loso_s8,full,,20260925,9,train,576,576,0,0,23
loso_s8,full,,20260926,1,train,576,576,0,0,23
loso_s8,full,,20260926,2,train,576,576,0,0,23
loso_s8,full,,20260926,3,train,576,576,0,0,23
loso_s8,full,,20260926,4,train,576,576,0,0,23
loso_s8,full,,20260926,5,train,576,576,0,0,23
loso_s8,full,,20260926,6,train,576,576,0,0,23
loso_s8,full,,20260926,7,train,576,576,0,0,23
loso_s8,full,,20260926,8,test,576,0,0,0,23
loso_s8,full,,20260926,9,train,576,576,0,0,23
loso_s9,full,,20260924,1,train,576,576,0,0,9
loso_s9,full,,20260924,2,train,576,576,0,0,9
loso_s9,full,,20260924,3,train,576,576,0,0,9
loso_s9,full,,20260924,4,train,576,576,0,0,9
loso_s9,full,,20260924,5,train,576,576,0,0,9
loso_s9,full,,20260924,6,train,576,576,0,0,9
loso_s9,full,,20260924,7,train,576,576,0,0,9
loso_s9,full,,20260924,8,train,576,576,0,0,9
loso_s9,full,,20260924,9,test,576,0,0,0,9
loso_s9,full,,20260925,1,train,576,576,0,0,9
loso_s9,full,,20260925,2,train,576,576,0,0,9
loso_s9,full,,20260925,3,train,576,576,0,0,9
loso_s9,full,,20260925,4,train,576,576,0,0,9
loso_s9,full,,20260925,5,train,576,576,0,0,9
loso_s9,full,,20260925,6,train,576,576,0,0,9
loso_s9,full,,20260925,7,train,576,576,0,0,9
loso_s9,full,,20260925,8,train,576,576,0,0,9
loso_s9,full,,20260925,9,test,576,0,0,0,9
loso_s9,full,,20260926,1,train,576,576,0,0,9
loso_s9,full,,20260926,2,train,576,576,0,0,9
loso_s9,full,,20260926,3,train,576,576,0,0,9
loso_s9,full,,20260926,4,train,576,576,0,0,9
loso_s9,full,,20260926,5,train,576,576,0,0,9
loso_s9,full,,20260926,6,train,576,576,0,0,9
loso_s9,full,,20260926,7,train,576,576,0,0,9
loso_s9,full,,20260926,8,train,576,576,0,0,9
loso_s9,full,,20260926,9,test,576,0,0,0,9
